Start = 00022000,End = 00002002,Country:Mongolia,Location : Dunggobi:Dornogobi:Umnu ...,Type:Drought,Sub_Type:Drought,Names:nan,Killed = nan,Affected = 450000.0,Cost = nan,ID = 2000-9604
Start = 06081910,End = 06081910,Country:Japan,Location : nan,Type:Flood,Sub_Type:nan,Names:nan,Killed = 1379. 0,Affected = nan,Cost = nan,ID = 1910-0019
Start = 15041986,End = 15041986,Country:India,Locations : Gange,Type:Miscellaneous accident,Sub_Type:Other,Names:nan,Killed = 50. 0,Affected = nan,Cost = nan,ID = 1986-0370
Start = 18032002,End = 18032002,Country:Mexico,Location : Guadalajara (Jalisco),Type:Transport Accident,Sub_Type:Road,Names:nan,Killed = 27. 0,Affected = 19.0,Cost = nan,ID = 2002-0860
Start = 19082005,End = 01092005,Country:Ethiopia,Location : Oromiya region,Type:Flood,Sub_Type:General flood,Names:nan,Killed = nan,Affected = 7000.0,Cost = nan,ID = 2005-0472
Start = 22091988,End = 09101988,Country:India,Locations : Punjab:Himachal Pradesh:...,Type:Flood,Sub_Type:General flood,Names:nan,Killed = 1000. 0,Affected = 221000.0,Cost = 18.0,ID = 1988-0438
Start = 00112005,End = 00122005,Country:Ghana,Location : Accra:Ashanti:Central: ...,Type:Epidemic,Sub_Type:Bacterial Infectious Diseases,Names:Cholera,Killed = 40. 0,Affected = 2248.0,Cost = nan,ID = 2005-0663
Start = 00121953,End = 00121953,Country:United States,Location : nan,Type:Storm,Sub_Type:nan,Names:nan,Killed = 38. 0,Affected = nan,Cost = nan,ID = 1953-0058
Start = 26101989,End = 26101989,Country:Taiwan (China),Location : Chia Min,Type:Transport Accident,Sub_Type:Air,Names:Boeing 737-200,Killed = 54. 0,Affected = nan,Cost = nan,ID = 1989-0324
Start = 21081994,End = 21081994,Country:Tunisia,Location : Kalaa Kebira,Type:Transport Accident,Sub_Type:Rail,Names:nan,Killed = 21. 0,Affected = 89.0,Cost = nan,ID = 1994-0199
Start = 01062003,End = 09112003,Country:India,Locations : Delhi,Type:Epidemic,Sub_Type:Viral Infectious Diseases,Names:Dengue,Killed = nan,Affected = 2185.0,Cost = nan,ID = 2003-0540
Start = 06021994,End = 06021994,Country:Uganda,Location : Port Portal:Kabarole:Bu ...,Type:Earthquake (seismic activity),Sub_Type:Earthquake (ground shaking),Names:nan,Killed = 7. 0,Affected = 50000.0,Cost = 70.0,ID = 1994-0051
Start = 00091999,End = 00091999,Country:Brazil,Location : Mato Grosso:Mato Grosso  ...,Type:Wildfire,Sub_Type:Scrub/grassland fire,Names:nan,Killed = nan,Affected = nan,Cost = nan,ID = 1999-0329
Start = 07142004,End = 07142004,Country:China,Location : Tongzi county (Guizhou pr ...,Type:Industrial Accident,Sub_Type:Explosion,Names:Coal mine,Killed = 19. 0,Affected = nan,Cost = nan,ID = 2004-0355
Start = 00001910,End = 00001910,Country:India,Locations : Dishergarh,Type:Industrial Accident,Sub_Type:Explosion,Names:Mine,Killed = 11. 0,Affected = nan,Cost = nan,ID = 1910-0020
Start = 05091997,End = 05091997,Country:China,Location : Guangdong Prov.,Type:Storm,Sub_Type:Local storm,Names:nan,Killed = 40. 0,Affected = 30000.0,Cost = nan,ID = 1997-0104
Start = 15051995,End = 15051995,Country:Bangladesh,Location : Cox's Bazar:Teknaf:Barg ...,Type:Storm,Sub_Type:nan,Names:nan,Killed = 525. 0,Affected = 2070000.0,Cost = 800.0,ID = 1995-0082
Start = 13021955,End = 13021955,Country:Italy,Location : Terminillo (Italy),Type:Transport Accident,Sub_Type:Air,Names:DC-6b,Killed = 29. 0,Affected = nan,Cost = nan,ID = 1955-0053
Start = 06032002,End = 29042002,Country:Ecuador,Location : Guayas:Los Rios:Manabi  ...,Type:Flood,Sub_Type:General flood,Names:nan,Killed = 31. 0,Affected = 54113.0,Cost = 13.0,ID = 2002-0125
Start = 00011999,End = 00051999,Country:Burundi,Location : All provinces e.g. Karusi ...,Type:Epidemic,Sub_Type:Parasitic Infectious Diseases,Names:nan,Killed = 51. 0,Affected = 616034.0,Cost = nan,ID = 1999-0470
Start = 03081998,End = 03081998,Country:Nigeria,Location : Jigawa State,Type:Flood,Sub_Type:nan,Names:nan,Killed = 15. 0,Affected = 7000.0,Cost = nan,ID = 1998-0249
Start = 30041999,End = 30041999,Country:Bangladesh,Location : Kurigram (Rangpur),Type:Storm,Sub_Type:Local storm,Names:nan,Killed = 3. 0,Affected = 1150.0,Cost = nan,ID = 1999-0189
Start = 13081940,End = 13081940,Country:Australia,Location : Near Canberra,Type:Transport Accident,Sub_Type:Air,Names:Lockheed Hudson A16-97,Killed = 10. 0,Affected = nan,Cost = nan,ID = 1940-0025
Start = 10011977,End = 10011977,Country:Zaire/Congo Dem Rep,Location : Near Goma,Type:Volcano,Sub_Type:Volcanic eruption,Names:Mount Nyirangongo,Killed = 147. 0,Affected = 60000.0,Cost = nan,ID = 1977-0037
Start = 00072000,End = 00072000,Country:Cyprus,Location : Nicosie,Type:Extreme temperature,Sub_Type:Heat wave,Names:nan,Killed = 5. 0,Affected = 400.0,Cost = nan,ID = 2000-0398
Start = 31121983,End = 31121983,Country:Pakistan,Location : Pakistan/Afghanistan bord ...,Type:Earthquake (seismic activity),Sub_Type:Earthquake (ground shaking),Names:nan,Killed = 24. 0,Affected = 543.0,Cost = 3.0,ID = 1983-0165
Start = 18091989,End = 18091989,Country:Romania,Location : nan,Type:Industrial Accident,Sub_Type:Collapse,Names:Coal mine,Killed = 29. 0,Affected = nan,Cost = nan,ID = 1989-0551
Start = 00091989,End = 00091989,Country:Yugoslavia,Location : nan,Type:Transport Accident,Sub_Type:Rail,Names:nan,Killed = 12. 0,Affected = 20.0,Cost = nan,ID = 1989-0380
Start = 20121995,End = 20121995,Country:Kazakhstan,Location : Karaganda:Akmola regions ...,Type:Storm,Sub_Type:nan,Names:nan,Killed = 112. 0,Affected = nan,Cost = 3.0,ID = 1995-0302
Start = 04101993,End = 04101993,Country:Philippines,Location : Pampanga:Nueva Viscaya: ...,Type:Storm,Sub_Type:Tropical cyclone,Names:Flo (Kadiang),Killed = 124. 0,Affected = 1941566.0,Cost = 188.0,ID = 1993-0077
Start = 09052008,End = 09052008,Country:China,Location : Tangshan (Hubei province) ...,Type:Industrial Accident,Sub_Type:Explosion,Names:Coal mine,Killed = 13. 0,Affected = nan,Cost = nan,ID = 2008-0391
Start = 01001995,End = 08001995,Country:China,Location : Nord-East provinces,Type:Drought,Sub_Type:Drought,Names:nan,Killed = nan,Affected = 9060000.0,Cost = 12.8,ID = 1995-9138
Start = 19121985,End = 19121985,Country:Philippines,Location : nan,Type:Transport Accident,Sub_Type:Water,Names:Ferry,Killed = 100. 0,Affected = 85.0,Cost = nan,ID = 1985-0140
Start = 12122002,End = 12122002,Country:Uganda,Location : Kyoga lake,Type:Transport Accident,Sub_Type:Water,Names:nan,Killed = 23. 0,Affected = nan,Cost = nan,ID = 2002-0778
Start = 12112008,End = 12112008,Country:South Africa,Location : Mpumalanga province,Type:Transport accident,Sub_Type:Road,Names:nan,Killed = 23. 0,Affected = 9.0,Cost = nan,ID = 2008-0542
Start = 24121996,End = 24121996,Country:India,Locations : Near Nellore,Type:Transport Accident,Sub_Type:Air,Names:Boeing 747,Killed = 22. 0,Affected = nan,Cost = nan,ID = 1996-0285
Start = 29011986,End = 29011986,Country:Mexico,Location : Los Mochis,Type:Transport Accident,Sub_Type:Air,Names:DC-3,Killed = 21. 0,Affected = nan,Cost = nan,ID = 1986-0304
Start = 12112004,End = 12112004,Country:Philippines,Location : Near Padre Burgos,Type:Transport Accident,Sub_Type:Rail,Names:nan,Killed = 6. 0,Affected = 120.0,Cost = nan,ID = 2004-0561
Start = 05082002,End = 11082002,Country:Korea Dem P Rep,Location : South Pyongan:South Hwan ...,Type:Flood,Sub_Type:General flood,Names:nan,Killed = nan,Affected = 58443.0,Cost = nan,ID = 2002-0478
Start = 09122006,End = 09122006,Country:Russia,Location : Moscow,Type:Miscellaneous accident,Sub_Type:Fire,Names:Hospital,Killed = 42. 0,Affected = 2.0,Cost = nan,ID = 2006-0664
Start = 13121995,End = 13121995,Country:Italy,Location : Verone,Type:Transport Accident,Sub_Type:Air,Names:Antonov 24b,Killed = 49. 0,Affected = nan,Cost = nan,ID = 1995-0399
Start = 19102003,End = 19102003,Country:Nigeria,Location : Port Harcourt,Type:Transport Accident,Sub_Type:Water,Names:Stevns Power,Killed = 11. 0,Affected = nan,Cost = nan,ID = 2003-0513
Start = 08051964,End = 08051964,Country:Turkey,Location : Southern,Type:Storm,Sub_Type:Local storm,Names:nan,Killed = nan,Affected = 12000.0,Cost = 2.2,ID = 1964-0028
Start = 19102000,End = 19102000,Country:India,Locations : Shovanoli union of Assasu ...,Type:Flood,Sub_Type:nan,Names:nan,Killed = 6. 0,Affected = 534035.0,Cost = nan,ID = 2000-0738
Start = 07051997,End = 09051997,Country:Hong Kong (China),Location : nan,Type:Flood,Sub_Type:General flood,Names:nan,Killed = 80. 0,Affected = nan,Cost = 10.0,ID = 1997-0144
Start = 09051984,End = 09051984,Country:China,Location : Tongjiang county,Type:Flood,Sub_Type:nan,Names:nan,Killed = nan,Affected = 28000.0,Cost = nan,ID = 1984-0076
Start = 16102002,End = 16102002,Country:Nigeria,Location : Kwara state,Type:Transport Accident,Sub_Type:Road,Names:nan,Killed = 21. 0,Affected = 12.0,Cost = nan,ID = 2002-0660
Start = 00091977,End = 00091977,Country:Philippines,Location : Benguet,Type:Epidemic,Sub_Type:Bacterial Infectious Diseases,Names:Cholera,Killed = 7. 0,Affected = 15.0,Cost = nan,ID = 1977-0114
Start = 04011997,End = 04011997,Country:Germany,Location : nan,Type:Extreme temperature,Sub_Type:Cold wave,Names:nan,Killed = 30. 0,Affected = nan,Cost = nan,ID = 1997-0005
Start = 01071987,End = 01071987,Country:Guinea Bissau,Location : Tombali,Type:Storm,Sub_Type:Tropical cyclone,Names:nan,Killed = 1. 0,Affected = 3703.0,Cost = nan,ID = 1987-0118
Start = 26061990,End = 26061990,Country:Sudan,Location : Near Kosti (Nile river),Type:Transport Accident,Sub_Type:Water,Names:Ferry,Killed = 133. 0,Affected = 29.0,Cost = nan,ID = 1990-0091
Start = 27091994,End = 27091994,Country:Guatemala,Location : Suchitepequez province,Type:Flood,Sub_Type:nan,Names:nan,Killed = 10. 0,Affected = 600.0,Cost = nan,ID = 1994-0337
Start = 26081993,End = 26081993,Country:Philippines,Location : Metro Manilla:Region I: ...,Type:Flood,Sub_Type:nan,Names:nan,Killed = 5. 0,Affected = 258080.0,Cost = 2.6,ID = 1993-0054
Start = 03042008,End = 03042008,Country:Suriname,Location : Near Guyana boarder,Type:Transport accident,Sub_Type:Air,Names:Bi Moteur Antonov 28,Killed = 20. 0,Affected = nan,Cost = nan,ID = 2008-0136
Start = 08081997,End = 08081997,Country:Ecuador,Location : Near Quito,Type:Industrial Accident,Sub_Type:Explosion,Names:Store,Killed = 3. 0,Affected = 187.0,Cost = nan,ID = 1997-0149
Start = 21111990,End = 21111990,Country:Thailand,Location : Koh-Samui Isl.,Type:Transport Accident,Sub_Type:Air,Names:Dash 8-100,Killed = 38. 0,Affected = nan,Cost = nan,ID = 1990-0265
Start = 05041905,End = 05041905,Country:India,Locations : Kangra,Type:Earthquake (seismic activity),Sub_Type:Earthquake (ground shaking),Names:nan,Killed = 20000. 0,Affected = nan,Cost = nan,ID = 1905-0003
Start = 00032000,End = 00032000,Country:Central African Rep,Location : Ouaham-Pende:Haute Kotto ...,Type:Epidemic,Sub_Type:Bacterial Infectious Diseases,Names:nan,Killed = 108. 0,Affected = 712.0,Cost = nan,ID = 2000-0182
Start = 00012001,End = 00012001,Country:Namibia,Location : Oshana region,Type:Epidemic,Sub_Type:Parasitic Infectious Diseases,Names:nan,Killed = 134. 0,Affected = 12098.0,Cost = nan,ID = 2001-0183
Start = 00001946,End = 00001946,Country:Tonga,Location : Niuafo'ou,Type:Volcano,Sub_Type:Volcanic eruption,Names:Niuafo'ou,Killed = nan,Affected = 2500.0,Cost = nan,ID = 1946-0003
Start = 03162001,End = 03162001,Country:China,Location : Shijiazhuang,Type:Industrial Accident,Sub_Type:Explosion,Names:Textile factory,Killed = 18. 0,Affected = nan,Cost = nan,ID = 2001-0191
Start = 00051963,End = 00051963,Country:Indonesia,Location : nan,Type:Volcano,Sub_Type:Volcanic eruption,Names:nan,Killed = 106. 0,Affected = nan,Cost = nan,ID = 1963-0066
Start = 07061989,End = 07061989,Country:Mozambique,Location : Inhambane,Type:Transport Accident,Sub_Type:Water,Names:nan,Killed = 74. 0,Affected = nan,Cost = nan,ID = 1989-0414
Start = 03072000,End = 03072000,Country:Chile,Location : North:South,Type:Extreme temperature,Sub_Type:Cold wave,Names:nan,Killed = nan,Affected = nan,Cost = 10.0,ID = 2000-0423
Start = 21112002,End = 21112002,Country:Nigeria,Location : Kano state,Type:Epidemic,Sub_Type:Bacterial Infectious Diseases,Names:Cholera,Killed = 12. 0,Affected = 164.0,Cost = nan,ID = 2002-0762
Start = 21041985,End = 21041985,Country:Philippines,Location : Tabaco (Albay province),Type:Miscellaneous accident,Sub_Type:Explosion,Names:Cinema,Killed = 44. 0,Affected = nan,Cost = nan,ID = 1985-0324
Start = 09071982,End = 09071982,Country:United States,Location : Nouvelle-Orléans,Type:Transport Accident,Sub_Type:Air,Names:Boeing 727,Killed = 153. 0,Affected = nan,Cost = nan,ID = 1982-0126
Start = 22041995,End = 22041995,Country:Spain,Location : Rioja,Type:Extreme temperature,Sub_Type:Cold wave,Names:nan,Killed = nan,Affected = nan,Cost = 824.3,ID = 1995-0353
Start = 29081992,End = 29081992,Country:India,Locations : Near Tikamgarh ( Madhya P ...,Type:Transport Accident,Sub_Type:Road,Names:nan,Killed = 50. 0,Affected = nan,Cost = nan,ID = 1992-0322
Start = 00001918,End = 00001918,Country:United States,Location : New York,Type:Transport Accident,Sub_Type:Rail,Names:Subway,Killed = 97. 0,Affected = nan,Cost = nan,ID = 1918-0018
Start = 06072002,End = 22092002,Country:Burundi,Location : Ngozi:Muyinga:Kirundo: ...,Type:Epidemic,Sub_Type:Bacterial Infectious Diseases,Names:nan,Killed = 68. 0,Affected = 934.0,Cost = nan,ID = 2002-0504
Start = 14071987,End = 14071987,Country:France,Location : Grand-Bornand,Type:Flood,Sub_Type:nan,Names:nan,Killed = 23. 0,Affected = nan,Cost = nan,ID = 1987-0395
Start = 00021999,End = 00031999,Country:Ethiopia,Location : Kobo area (North Wollo zo ...,Type:Epidemic,Sub_Type:Bacterial Infectious Diseases,Names:nan,Killed = 9. 0,Affected = 276.0,Cost = nan,ID = 1999-0476
Start = 15081936,End = 15081936,Country:Canada,Location : Louisville:Quebec,Type:Transport Accident,Sub_Type:Rail,Names:nan,Killed = 22. 0,Affected = 20.0,Cost = nan,ID = 1936-0013
Start = 10031989,End = 10031989,Country:Peru,Location : Near Lima,Type:Transport Accident,Sub_Type:Air,Names:Twin-engine,Killed = 10. 0,Affected = nan,Cost = nan,ID = 1989-0303
Start = 04081977,End = 04081977,Country:Poland,Location : Southwest,Type:Flood,Sub_Type:nan,Names:nan,Killed = nan,Affected = 1000.0,Cost = nan,ID = 1977-0101
Start = 06072000,End = 06072000,Country:Spain,Location : Golmayo (Near Soria),Type:Transport Accident,Sub_Type:Road,Names:nan,Killed = 27. 0,Affected = 11.0,Cost = nan,ID = 2000-0384
Start = 10101986,End = 10101986,Country:India,Locations : nan,Type:Flood,Sub_Type:nan,Names:nan,Killed = 50. 0,Affected = nan,Cost = 276.1,ID = 1986-0239
Start = 00011999,End = 00041999,Country:Mauritius,Location : Nationwide,Type:Drought,Sub_Type:Drought,Names:nan,Killed = nan,Affected = nan,Cost = 175.0,ID = 1999-9629
Start = 27122005,End = 04012006,Country:United States,Location : Texas:Oklahoma,Type:Wildfire,Sub_Type:Forest fire,Names:nan,Killed = 5. 0,Affected = 1410.0,Cost = 100.0,ID = 2005-0724
Start = 24031992,End = 24031992,Country:United States,Location : Texas:Louisiana:Florida ...,Type:Storm,Sub_Type:Local storm,Names:nan,Killed = nan,Affected = nan,Cost = nan,ID = 1992-0185
Start = 09152002,End = 09152002,Country:China,Location : Xianfeng county,Type:Mass movement wet,Sub_Type:Landslide,Names:nan,Killed = 22. 0,Affected = nan,Cost = nan,ID = 2002-0645
Start = 30112000,End = 30112000,Country:Nigeria,Location : Ebute-Oko (Lagos),Type:Industrial Accident,Sub_Type:Explosion,Names:Oil pipeline,Killed = 60. 0,Affected = nan,Cost = nan,ID = 2000-0793
Start = 00001973,End = 00001973,Country:Costa Rica,Location : Laguna Arenal,Type:Drought,Sub_Type:Drought,Names:nan,Killed = nan,Affected = nan,Cost = nan,ID = 1973-9004
Start = 07031999,End = 07031999,Country:India,Locations : New Delhi,Type:Transport Accident,Sub_Type:Air,Names:Military Plane AN-32,Killed = 23. 0,Affected = nan,Cost = nan,ID = 1999-0067
Start = 13102008,End = 14102008,Country:India,Locations : Assam state,Type:Transport accident,Sub_Type:Road,Names:nan,Killed = 23. 0,Affected = nan,Cost = nan,ID = 2008-0491
Start = 13051993,End = 13051993,Country:Bangladesh,Location : Begumgang:Thana Unions,Type:Storm,Sub_Type:Tropical cyclone,Names:nan,Killed = 14. 0,Affected = 7500.0,Cost = nan,ID = 1993-0029
Start = 12121991,End = 12121991,Country:Israel,Location : nan,Type:Storm,Sub_Type:nan,Names:nan,Killed = 5. 0,Affected = nan,Cost = nan,ID = 1991-0552
Start = 19111991,End = 19111991,Country:Mexico,Location : Tehuacan,Type:Transport Accident,Sub_Type:Rail,Names:nan,Killed = 75. 0,Affected = 24.0,Cost = nan,ID = 1991-0402
Start = 19102001,End = 19102001,Country:Costa Rica,Location : Cartagena:Sardinal:Fila ...,Type:Flood,Sub_Type:nan,Names:nan,Killed = nan,Affected = 1437.0,Cost = nan,ID = 2001-0738
Start = 03142001,End = 03142001,Country:China,Location : Hunan province,Type:Industrial Accident,Sub_Type:Explosion,Names:Coal mine,Killed = 13. 0,Affected = nan,Cost = nan,ID = 2001-0190
Start = 00072003,End = 00072003,Country:Croatia,Location : nan,Type:Extreme temperature,Sub_Type:Heat wave,Names:nan,Killed = 788. 0,Affected = nan,Cost = nan,ID = 2003-0391
Start = 24052004,End = 24052004,Country:Gambia The,Location : Allunhari:Kanubeh:Nyako ...,Type:Storm,Sub_Type:nan,Names:nan,Killed = 2. 0,Affected = 6137.0,Cost = nan,ID = 2004-0300
Start = 00081983,End = 00081983,Country:Switzerland,Location : nan,Type:Storm,Sub_Type:nan,Names:nan,Killed = nan,Affected = nan,Cost = 1.0,ID = 1983-0104
Start = 00031993,End = 00031993,Country:Afghanistan,Location : Salang region,Type:Mass movement dry,Sub_Type:Avalanche,Names:nan,Killed = 100. 0,Affected = nan,Cost = nan,ID = 1993-0419
Start = 20091957,End = 20091957,Country:Hong Kong (China),Location : nan,Type:Storm,Sub_Type:Tropical cyclone,Names:Gloria,Killed = 8. 0,Affected = 111.0,Cost = nan,ID = 1957-0021
Start = 12032004,End = 12032004,Country:China,Location : Zuojiaying (Guizhou provi ...,Type:Mass movement dry,Sub_Type:Landslide,Names:nan,Killed = 44. 0,Affected = 353.0,Cost = nan,ID = 2004-0619
Start = 12072003,End = 15072003,Country:Afghanistan,Location : Ghandak valley (Shibar di ...,Type:Flood,Sub_Type:Flash flood,Names:nan,Killed = 33. 0,Affected = 250.0,Cost = nan,ID = 2003-0337
Start = 13041979,End = 13041979,Country:St Vincent and The Grenadines,Location : Northern,Type:Volcano,Sub_Type:Volcanic eruption,Names:Mount Soufriere,Killed = 2. 0,Affected = 20000.0,Cost = nan,ID = 1979-0035
Start = 21101969,End = 21101969,Country:India,Locations : Madras City,Type:Storm,Sub_Type:nan,Names:nan,Killed = nan,Affected = 20000.0,Cost = nan,ID = 1969-0106
Start = 22121987,End = 22121987,Country:Benin,Location : Tanguieta:Cobly:Materi  ...,Type:Epidemic,Sub_Type:Bacterial Infectious Diseases,Names:nan,Killed = 41. 0,Affected = 347.0,Cost = nan,ID = 1987-0231
Start = 09091985,End = 09091985,Country:Portugal,Location :  Lamego region,Type:Wildfire,Sub_Type:Forest fire,Names:nan,Killed = 14. 0,Affected = nan,Cost = 95.0,ID = 1985-0267
Start = 12121999,End = 12121999,Country:France,Location : Near Penmarc'h (North-Wes ...,Type:Industrial Accident,Sub_Type:Chemical Spill,Names:Petrol,Killed = nan,Affected = nan,Cost = nan,ID = 1999-0588
Start = 00061975,End = 00061975,Country:Pakistan,Location : nan,Type:Extreme temperature,Sub_Type:Heat wave,Names:nan,Killed = 14. 0,Affected = nan,Cost = nan,ID = 1975-0033
Start = 14022004,End = 14022004,Country:Uganda,Location : Lwankima,Type:Transport Accident,Sub_Type:Road,Names:nan,Killed = 40. 0,Affected = 4.0,Cost = nan,ID = 2004-0055
Start = 01082007,End = 15082007,Country:Nigeria,Location : Ikorodu:Kosofe (Lagos ar ...,Type:Flood,Sub_Type:nan,Names:nan,Killed = 6. 0,Affected = 5000.0,Cost = nan,ID = 2007-0595
Start = 18091995,End = 18091995,Country:Barbados,Location : nan,Type:Storm,Sub_Type:Tropical cyclone,Names:Marylin,Killed = nan,Affected = nan,Cost = nan,ID = 1995-0213
Start = 02101989,End = 02101989,Country:Philippines,Location : Cagayan:Ilocos Norte:Ka ...,Type:Storm,Sub_Type:Tropical cyclone,Names:Angela (Rubing),Killed = 147. 0,Affected = 289191.0,Cost = 8.0,ID = 1989-0127
Start = 05061998,End = 05061998,Country:China,Location : Zhuhai,Type:Miscellaneous accident,Sub_Type:Collapse,Names:Buildings,Killed = 20. 0,Affected = 5.0,Cost = nan,ID = 1998-0576
Start = 18041989,End = 18041989,Country:India,Locations : Near Jhansi (Uttar Prades ...,Type:Transport Accident,Sub_Type:Rail,Names:nan,Killed = 67. 0,Affected = 130.0,Cost = nan,ID = 1989-0150
Start = 03111995,End = 03111995,Country:Argentina,Location : Cordoba:Tercero,Type:Industrial Accident,Sub_Type:Explosion,Names:Munitions factory,Killed = 13. 0,Affected = 300.0,Cost = nan,ID = 1995-0357
Start = 05111994,End = 15111994,Country:Haiti,Location : Jacmel:Port au Prince:l ...,Type:Storm,Sub_Type:nan,Names:Gordon,Killed = 1122. 0,Affected = 1587000.0,Cost = 50.0,ID = 1994-0510
Start = 25072002,End = 25072002,Country:Serbia Montenegro,Location : Kosovo,Type:Transport Accident,Sub_Type:Road,Names:nan,Killed = 10. 0,Affected = 31.0,Cost = nan,ID = 2002-0453
Start = 28112005,End = 28112005,Country:Zaire/Congo Dem Rep,Location : Maniema province,Type:Transport Accident,Sub_Type:Rail,Names:nan,Killed = 20. 0,Affected = nan,Cost = nan,ID = 2005-0658
Start = 00121998,End = 30041999,Country:Somalia,Location : Bay:Lower Shabelle:Uppe ...,Type:Epidemic,Sub_Type:Bacterial Infectious Diseases,Names:Cholera,Killed = 233. 0,Affected = 7860.0,Cost = nan,ID = 1998-0599
Start = 02041992,End = 02041992,Country:Peru,Location : Grau:San Martin,Type:Flood,Sub_Type:General flood,Names:nan,Killed = nan,Affected = 30000.0,Cost = nan,ID = 1992-0156
Start = 07272003,End = 07272003,Country:China,Location : Shilian (Jiangxi province ...,Type:Industrial Accident,Sub_Type:Other,Names:Coal mine,Killed = 12. 0,Affected = nan,Cost = nan,ID = 2003-0363
Start = 07121944,End = 07121944,Country:Japan,Location : Tonankai:Hondo,Type:Earthquake (seismic activity),Sub_Type:Earthquake (ground shaking),Names:nan,Killed = 998. 0,Affected = nan,Cost = nan,ID = 1944-0026
Start = 00001974,End = 00001974,Country:United States,Location : Wenatchee,Type:Industrial Accident,Sub_Type:Explosion,Names:nan,Killed = 2. 0,Affected = 112.0,Cost = nan,ID = 1974-0089
Start = 04181985,End = 04181985,Country:China,Location : Yunnan province,Type:Earthquake (seismic activity),Sub_Type:Earthquake (ground shaking),Names:nan,Killed = 22. 0,Affected = 300.0,Cost = nan,ID = 1985-0055
Start = 06071997,End = 29071997,Country:Moldova Rep,Location : nan,Type:Flood,Sub_Type:nan,Names:nan,Killed = 9. 0,Affected = 2244.0,Cost = 50.0,ID = 1997-0522
Start = 11021981,End = 11021981,Country:Vanuatu,Location : nan,Type:Storm,Sub_Type:Tropical cyclone,Names:Cliff,Killed = nan,Affected = nan,Cost = nan,ID = 1981-0029
Start = 27081990,End = 27081990,Country:Antigua and Barbuda,Location : nan,Type:Storm,Sub_Type:Tropical cyclone,Names:Gustav,Killed = nan,Affected = nan,Cost = nan,ID = 1990-0052
Start = 21121994,End = 21121994,Country:Mexico,Location : Puebla State,Type:Volcano,Sub_Type:Volcanic eruption,Names:Popocatepelt,Killed = nan,Affected = 75000.0,Cost = nan,ID = 1994-0595
Start = 27052002,End = 27052002,Country:Pakistan,Location : Punjab province,Type:Storm,Sub_Type:Local storm,Names:nan,Killed = 14. 0,Affected = 12.0,Cost = nan,ID = 2002-0330
Start = 00001994,End = 00001994,Country:Gabon,Location : nan,Type:Epidemic,Sub_Type:Viral Infectious Diseases,Names:Ebola,Killed = 20. 0,Affected = nan,Cost = nan,ID = 1994-0647
Start = 20071992,End = 20071992,Country:Georgia,Location : Tiflis,Type:Transport Accident,Sub_Type:Air,Names:Tupolev Tu-154b,Killed = 28. 0,Affected = nan,Cost = nan,ID = 1992-0412
Start = 00021984,End = 00021984,Country:United States,Location : nan,Type:Storm,Sub_Type:nan,Names:nan,Killed = 29. 0,Affected = nan,Cost = nan,ID = 1984-0394
Start = 25022007,End = 25022007,Country:Reunion,Location : nan,Type:Storm,Sub_Type:Tropical cyclone,Names:Gamède,Killed = 2. 0,Affected = 90.0,Cost = nan,ID = 2007-0085
Start = 00011995,End = 00011995,Country:Guatemala,Location : nan,Type:Epidemic,Sub_Type:Viral Infectious Diseases,Names:Dengue fever,Killed = nan,Affected = 3402.0,Cost = nan,ID = 1995-0313
Start = 00071999,End = 00071999,Country:Nigeria,Location : Enugu State,Type:Epidemic,Sub_Type:Bacterial Infectious Diseases,Names:Cholera,Killed = 25. 0,Affected = 119.0,Cost = nan,ID = 1999-0499
Start = 26091997,End = 26091997,Country:India,Locations : Lahtora (Bihar),Type:Transport Accident,Sub_Type:Road,Names:nan,Killed = 13. 0,Affected = 100.0,Cost = nan,ID = 1997-0449
Start = 16101992,End = 16101992,Country:Thailand,Location : Ko Samui (Surat Thani pro ...,Type:Storm,Sub_Type:Tropical cyclone,Names:Angela,Killed = 3. 0,Affected = 106109.0,Cost = nan,ID = 1992-0494
Start = 00021960,End = 00021960,Country:Mauritius,Location : nan,Type:Storm,Sub_Type:nan,Names:nan,Killed = 42. 0,Affected = nan,Cost = nan,ID = 1960-0048
Start = 31031931,End = 31031931,Country:Nicaragua,Location : Managua,Type:Earthquake (seismic activity),Sub_Type:Earthquake (ground shaking),Names:nan,Killed = 1000. 0,Affected = nan,Cost = 15.0,ID = 1931-0001
Start = 24081997,End = 24081997,Country:Sri Lanka,Location : Badulla,Type:Transport Accident,Sub_Type:Road,Names:nan,Killed = 10. 0,Affected = 58.0,Cost = nan,ID = 1997-0441
Start = 02021987,End = 02021987,Country:Malaysia,Location :  Kampung Datuk Keramat ar ...,Type:Miscellaneous accident,Sub_Type:Fire,Names:nan,Killed = nan,Affected = 1000.0,Cost = 0.863,ID = 1987-0056
Start = 17031925,End = 17031925,Country:USA,Location : Montana:Indiana:Illinoi ...,Type:Storm,Sub_Type:Local storm,Names:nan,Killed = 739. 0,Affected = nan,Cost = 18.0,ID = 1925-0001
Start = 08052003,End = 08052003,Country:Hungary,Location : Siofok,Type:Transport Accident,Sub_Type:Road,Names:nan,Killed = 33. 0,Affected = 5.0,Cost = nan,ID = 2003-0216
